code,snapshot_date,market,name,market_cap,volume,yf_ticker
006260,2026-08-19,KOSPI,LS,10389600000000.0,161876,006260.KS
323410,2026-08-19,KOSPI,카카오뱅크,10258089395500.0,648095,323410.KS
259960,2026-08-19,KOSPI,크래프톤,10219530009500.0,88896,259960.KS
071050,2026-08-19,KOSPI,한국금융지주,10203429135200.0,436344,071050.KS
003230,2026-08-19,KOSPI,삼양식품,9823051560000.0,51770,003230.KS
005940,2026-08-19,KOSPI,NH투자증권,9617819035250.0,700933,005940.KS
028050,2026-08-19,KOSPI,삼성E&A,9506000000000.0,1556206,028050.KS
443060,2026-08-19,KOSPI,HD현대마린솔루션,9392609870000.0,79074,443060.KS
003490,2026-08-19,KOSPI,대한항공,9223927558050.0,1943678,003490.KS
0126Z0,2026-08-19,KOSPI,삼성에피스홀딩스,9044988311500.0,74194,0126Z0.KS
277810,2026-08-19,KOSDAQ,레인보우로보틱스,8972434325000.0,112103,277810.KQ
047050,2026-08-19,KOSPI,포스코인터내셔널,8919285351600.0,528156,047050.KS
161390,2026-08-19,KOSPI,한국타이어앤테크놀로지,8435892198900.0,161262,161390.KS
009830,2026-08-19,KOSPI,한화솔루션,7792526372400.0,2659992,009830.KS
090430,2026-08-19,KOSPI,아모레퍼시픽,7785386222900.0,161771,090430.KS
180640,2026-08-19,KOSPI,한진칼,7764453047700.0,74500,180640.KS
007660,2026-08-19,KOSPI,이수페타시스,7663922463600.0,1527629,007660.KS
016360,2026-08-19,KOSPI,삼성증권,7590500000000.0,868233,016360.KS
352820,2026-08-19,KOSPI,하이브,7422997159200.0,159012,352820.KS
047040,2026-08-19,KOSPI,대우건설,7067611373600.0,3877992,047040.KS
039490,2026-08-19,KOSPI,키움증권,6963617898000.0,303599,039490.KS
005387,2026-08-19,KOSPI,현대차2우B,6943836498000.0,83472,005387.KS
064400,2026-08-19,KOSPI,LG씨엔에스,6878902308000.0,869158,064400.KS
326030,2026-08-19,KOSPI,SK바이오팜,6680120225000.0,101900,326030.KS
021240,2026-08-19,KOSPI,코웨이,6616754331000.0,126408,021240.KS
000100,2026-08-19,KOSPI,유한양행,6339949039600.0,199112,000100.KS
032640,2026-08-19,KOSPI,LG유플러스,6251820492360.0,776162,032640.KS
267270,2026-08-19,KOSPI,HD건설기계,6191509092400.0,215769,267270.KS
241560,2026-08-19,KOSPI,두산밥캣,5923904817000.0,124195,241560.KS
000880,2026-08-19,KOSPI,한화,5908563612200.0,0,000880.KS
353200,2026-08-19,KOSPI,대덕전자,5643412835000.0,678799,353200.KS
028300,2026-08-19,KOSDAQ,HLB,5607645188300.0,652583,028300.KQ
377300,2026-08-19,KOSPI,카카오페이,5579998256250.0,143784,377300.KS
001440,2026-08-19,KOSPI,대한전선,5487792688000.0,1332429,001440.KS
029780,2026-08-19,KOSPI,삼성카드,5416403154250.0,84388,029780.KS
062040,2026-08-19,KOSPI,산일전기,5383948745000.0,165311,062040.KS
010060,2026-08-19,KOSPI,OCI홀딩스,5180989380000.0,325349,010060.KS
039030,2026-08-19,KOSDAQ,이오테크닉스,5112613250000.0,130432,039030.KQ
175330,2026-08-19,KOSPI,JB금융지주,5073393612800.0,257712,175330.KS
128940,2026-08-19,KOSPI,한미약품,4977070003500.0,49525,128940.KS
271560,2026-08-19,KOSPI,오리온,4905522590800.0,114133,271560.KS
034220,2026-08-19,KOSPI,LG디스플레이,4795000000000.0,2015070,034220.KS
036570,2026-08-19,KOSPI,NC,4728912829000.0,84561,036570.KS
000500,2026-08-19,KOSPI,가온전선,4698906384600.0,77581,000500.KS
088350,2026-08-19,KOSPI,한화생명,4637950200000.0,3715814,088350.KS
454910,2026-08-19,KOSPI,두산로보틱스,4634628570000.0,396204,454910.KS
005385,2026-08-19,KOSPI,현대차우,4609839600000.0,52932,005385.KS
138930,2026-08-19,KOSPI,BNK금융지주,4549394303780.0,1185957,138930.KS
051900,2026-08-19,KOSPI,LG생활건강,4522607946000.0,51493,051900.KS
088980,2026-08-19,KOSPI,맥쿼리인프라,4516234393990.0,1868189,088980.KS
087010,2026-08-19,KOSDAQ,펩트론,4334695365000.0,104968,087010.KQ
066970,2026-08-19,KOSPI,엘앤에프,4271742300000.0,288915,066970.KS
001450,2026-08-19,KOSPI,현대해상,4262412500000.0,1009530,001450.KS
000250,2026-08-19,KOSDAQ,삼천당제약,4212961971200.0,132027,000250.KQ
011790,2026-08-19,KOSPI,SKC,4136498053200.0,123806,011790.KS
000990,2026-08-19,KOSPI,DB하이텍,4072029436800.0,418894,000990.KS
108490,2026-08-19,KOSDAQ,로보티즈,3914494476000.0,529237,108490.KQ
082740,2026-08-19,KOSPI,한화엔진,3867775031700.0,588432,082740.KS
004170,2026-08-19,KOSPI,신세계,3782794990500.0,46614,004170.KS
002380,2026-08-19,KOSPI,KCC,3759392000000.0,19963,002380.KS
095340,2026-08-19,KOSDAQ,ISC,3758238383400.0,263921,095340.KQ
004020,2026-08-19,KOSPI,현대제철,3743154269250.0,252062,004020.KS
319660,2026-08-19,KOSDAQ,피에스케이,3739602777400.0,288472,319660.KQ
001040,2026-08-19,KOSPI,CJ,3582935354400.0,172635,001040.KS
018880,2026-08-19,KOSPI,한온시스템,3581656306480.0,2590819,018880.KS
052690,2026-08-19,KOSPI,한전기술,3573570000000.0,70615,052690.KS
111770,2026-08-19,KOSPI,영원무역,3416414182800.0,63193,111770.KS
103590,2026-08-19,KOSPI,일진전기,3390431229000.0,287327,103590.KS
036460,2026-08-19,KOSPI,한국가스공사,3346346250000.0,139811,036460.KS
310210,2026-08-19,KOSDAQ,보로노이,3253361605200.0,80388,310210.KQ
028670,2026-08-19,KOSPI,팬오션,3212762767120.0,4438802,028670.KS
440110,2026-08-19,KOSDAQ,파두,3202094625300.0,494590,440110.KQ
007340,2026-08-19,KOSPI,DN오토모티브,3165437796500.0,579957,007340.KS
085620,2026-08-19,KOSPI,미래에셋생명,3115899000000.0,462272,085620.KS
011780,2026-08-19,KOSPI,금호석유화학,3109445370000.0,64775,011780.KS
009420,2026-08-19,KOSPI,한올바이오파마,3092645769600.0,302003,009420.KS
145020,2026-08-19,KOSDAQ,휴젤,3091247731000.0,62936,145020.KQ
008930,2026-08-19,KOSPI,한미사이언스,3087878482500.0,168270,008930.KS
251270,2026-08-19,KOSPI,넷마블,3060256226850.0,105418,251270.KS
035250,2026-08-19,KOSPI,강원랜드,3057209745000.0,307030,035250.KS
031210,2026-08-19,KOSPI,서울보증보험,3030257353200.0,493011,031210.KS
022100,2026-08-19,KOSPI,포스코DX,3022450412520.0,192780,022100.KS
161890,2026-08-19,KOSPI,한국콜마,3016728840600.0,295464,161890.KS
006360,2026-08-19,KOSPI,GS건설,2991073075500.0,2858102,006360.KS
084370,2026-08-19,KOSDAQ,유진테크,2981377064200.0,131275,084370.KQ
257720,2026-08-19,KOSDAQ,실리콘투,2970604215600.0,3659369,257720.KQ
012750,2026-08-19,KOSPI,에스원,2925936706000.0,41778,012750.KS
017800,2026-08-19,KOSPI,현대엘리베이터,2900654967000.0,607230,017800.KS
214370,2026-08-19,KOSDAQ,케어젠,2900610000000.0,71809,214370.KQ
131290,2026-08-19,KOSDAQ,티에스이,2831725824000.0,145538,131290.KQ
302440,2026-08-19,KOSPI,SK바이오사이언스,2808744597400.0,58122,302440.KS
192820,2026-08-19,KOSPI,코스맥스,2791979214000.0,128017,192820.KS
375500,2026-08-19,KOSPI,DL이앤씨,2778202131400.0,335748,375500.KS
139130,2026-08-19,KOSPI,iM금융지주,2749188762880.0,536169,139130.KS
023530,2026-08-19,KOSPI,롯데쇼핑,2746838110500.0,130953,023530.KS
483650,2026-08-19,KOSPI,달바글로벌,2723673470000.0,127843,483650.KS
004800,2026-08-19,KOSPI,효성,2721990178200.0,14397,004800.KS
097950,2026-08-19,KOSPI,CJ제일제당,2711258898600.0,58838,097950.KS
347850,2026-08-19,KOSDAQ,디앤디파마텍,2663165082900.0,589274,347850.KQ
319400,2026-08-19,KOSDAQ,현대무벡스,2661887332100.0,1354539,319400.KQ
489790,2026-08-19,KOSPI,한화비전,2640542797000.0,138865,489790.KS
003690,2026-08-19,KOSPI,코리안리,2638444992830.0,234284,003690.KS
004370,2026-08-19,KOSPI,농심,2630742665000.0,41826,004370.KS
450080,2026-08-19,KOSPI,에코프로머티,2613031803000.0,219112,450080.KS
336260,2026-08-19,KOSPI,두산퓨얼셀,2606650294800.0,1509662,336260.KS
001720,2026-08-19,KOSPI,신영증권,2574504000000.0,4934,001720.KS
026960,2026-08-19,KOSPI,동서,2562290000000.0,57152,026960.KS
005850,2026-08-19,KOSPI,에스엘,2545378896000.0,181078,005850.KS
080220,2026-08-19,KOSDAQ,제주반도체,2534992508800.0,1429626,080220.KQ
282330,2026-08-19,KOSPI,BGF리테일,2468141776800.0,57446,282330.KS
204320,2026-08-19,KOSPI,HL만도,2441770240000.0,372991,204320.KS
181710,2026-08-19,KOSPI,NHN,2440108855500.0,373417,181710.KS
178320,2026-08-19,KOSDAQ,서진시스템,2434640690250.0,1282834,178320.KQ
067310,2026-08-19,KOSDAQ,하나마이크론,2433565805400.0,2593040,067310.KQ
031980,2026-08-19,KOSDAQ,피에스케이홀딩스,2419300719000.0,213776,031980.KQ
383220,2026-08-19,KOSPI,F&F,2409515017500.0,68317,383220.KS
011170,2026-08-19,KOSPI,롯데케미칼,2297040000300.0,119675,011170.KS
000240,2026-08-19,KOSPI,한국앤컴퍼니,2292686046000.0,107504,000240.KS
081660,2026-08-19,KOSPI,미스토홀딩스,2285603712000.0,100784,081660.KS
009970,2026-08-19,KOSPI,영원무역홀딩스,2260441066500.0,13131,009970.KS
004990,2026-08-19,KOSPI,롯데지주,2257384526400.0,124193,004990.KS
058610,2026-08-19,KOSDAQ,에스피지,2251002040000.0,557896,058610.KQ
007070,2026-08-19,KOSPI,GS리테일,2249039463500.0,138189,007070.KS
279570,2026-08-19,KOSPI,케이뱅크,2243494185030.0,429977,279570.KS
018670,2026-08-19,KOSPI,SK가스,2219983938000.0,11179,018670.KS
103140,2026-08-19,KOSPI,풍산,2219522817600.0,107509,103140.KS
950160,2026-08-19,KOSDAQ,코오롱티슈진,2200727144000.0,2248991,950160.KQ
014680,2026-08-19,KOSPI,한솔케미칼,2185792290000.0,77673,014680.KS
073240,2026-08-19,KOSPI,금호타이어,2183178181200.0,3026247,073240.KS
030000,2026-08-19,KOSPI,제일기획,2157022968750.0,224762,030000.KS
005290,2026-08-19,KOSDAQ,동진쎄미켐,2150939317200.0,427391,005290.KQ
005440,2026-08-19,KOSPI,현대지에프홀딩스,2050380684820.0,184936,005440.KS
069960,2026-08-19,KOSPI,현대백화점,2044353657600.0,103859,069960.KS
051600,2026-08-19,KOSPI,한전KPS,2038500000000.0,92028,051600.KS
139480,2026-08-19,KOSPI,이마트,2000696877500.0,213578,139480.KS
032820,2026-08-19,KOSDAQ,우리기술,1997390114720.0,1414952,032820.KQ
098460,2026-08-19,KOSDAQ,고영,1994973230250.0,787831,098460.KQ
010170,2026-08-19,KOSDAQ,대한광통신,1974667882000.0,4180456,010170.KQ
475150,2026-08-19,KOSPI,SK이터닉스,1969072831200.0,3923825,475150.KS
140410,2026-08-19,KOSDAQ,메지온,1967965414200.0,78407,140410.KQ
112610,2026-08-19,KOSPI,씨에스윈드,1937775967850.0,376849,112610.KS
263750,2026-08-19,KOSDAQ,펄어비스,1929308037000.0,627779,263750.KQ
002790,2026-08-19,KOSPI,아모레퍼시픽홀딩스,1922923227000.0,68920,002790.KS
457190,2026-08-19,KOSPI,이수스페셜티케미컬,1909832710400.0,73951,457190.KS
439260,2026-08-19,KOSPI,대한조선,1908245373000.0,49295,439260.KS
083650,2026-08-19,KOSDAQ,비에이치아이,1875229125000.0,380153,083650.KQ
462870,2026-08-19,KOSPI,시프트업,1870929196500.0,74830,462870.KS
071970,2026-08-19,KOSPI,HD현대마린엔진,1835152879500.0,147210,071970.KS
068760,2026-08-19,KOSDAQ,셀트리온제약,1827155961800.0,53027,068760.KQ
089030,2026-08-19,KOSDAQ,테크윙,1810070558250.0,452053,089030.KQ
395400,2026-08-19,KOSPI,SK리츠,1709780081600.0,160086,395400.KS
089860,2026-08-19,KOSPI,롯데렌탈,1701094827800.0,265371,089860.KS
0009K0,2026-08-19,KOSDAQ,에임드바이오,1687917302100.0,151043,0009K0.KQ
011210,2026-08-19,KOSPI,현대위아,1669778096200.0,74590,011210.KS
000120,2026-08-19,KOSPI,CJ대한통운,1665301112000.0,48637,000120.KS
008770,2026-08-19,KOSPI,호텔신라,1662157924350.0,179262,008770.KS
089970,2026-08-19,KOSDAQ,브이엠,1661218871500.0,446569,089970.KQ
060370,2026-08-19,KOSDAQ,LS마린솔루션,1655971671800.0,85656,060370.KQ
020150,2026-08-19,KOSPI,롯데에너지머티리얼즈,1654748630800.0,78151,020150.KS
120110,2026-08-19,KOSPI,코오롱인더,1632058744000.0,158301,120110.KS
023590,2026-08-19,KOSPI,다우기술,1631931662400.0,26828,023590.KS
420770,2026-08-19,KOSDAQ,기가비스,1631370054600.0,230134,420770.KQ
006040,2026-08-19,KOSPI,동원산업,1624382139200.0,57283,006040.KS
000155,2026-08-19,KOSPI,두산우,1622563572000.0,6819,000155.KS
323280,2026-08-19,KOSDAQ,태성,1584921162000.0,313138,323280.KQ
00680K,2026-08-19,KOSPI,미래에셋증권2우B,1543815000000.0,185298,00680K.KS
097230,2026-08-19,KOSPI,HJ중공업,1535923801440.0,180785,097230.KS
001430,2026-08-19,KOSPI,세아베스틸지주,1531312481300.0,95310,001430.KS
001800,2026-08-19,KOSPI,오리온홀딩스,1527978960800.0,61538,001800.KS
475830,2026-08-19,KOSDAQ,오름테라퓨틱,1526887177000.0,250537,475830.KQ
030530,2026-08-19,KOSDAQ,원익홀딩스,1513092047790.0,320235,030530.KQ
001120,2026-08-19,KOSPI,LX인터내셔널,1490322000000.0,94024,001120.KS
039200,2026-08-19,KOSDAQ,오스코텍,1457636505600.0,190174,039200.KQ
007810,2026-08-19,KOSPI,코리아써키트,1455745034000.0,477165,007810.KS
294870,2026-08-19,KOSPI,IPARK현대산업개발,1453256626500.0,132650,294870.KS
007390,2026-08-19,KOSDAQ,네이처셀,1453010512800.0,238081,007390.KQ
322000,2026-08-19,KOSPI,HD현대에너지솔루션,1449280000000.0,619239,322000.KS
043260,2026-08-19,KOSDAQ,성호전자,1445906638880.0,1064197,043260.KQ
229640,2026-08-19,KOSPI,LS에코에너지,1427119361400.0,89377,229640.KS
001740,2026-08-19,KOSPI,SK네트웍스,1416192856340.0,1690006,001740.KS
020560,2026-08-19,KOSPI,아시아나항공,1415156184570.0,86367,020560.KS
006280,2026-08-19,KOSPI,녹십자,1414071098000.0,13205,006280.KS
009155,2026-08-19,KOSPI,삼성전기우,1412794224000.0,31284,009155.KS
290650,2026-08-19,KOSDAQ,엘앤씨바이오,1397030667200.0,101134,290650.KQ
298020,2026-08-19,KOSPI,효성티앤씨,1393513604000.0,21396,298020.KS
069620,2026-08-19,KOSPI,대웅제약,1370691822500.0,15346,069620.KS
078600,2026-08-19,KOSDAQ,대주전자재료,1369400833600.0,100687,078600.KQ
093370,2026-08-19,KOSPI,후성,1341764178300.0,2648328,093370.KS
281820,2026-08-19,KOSPI,케이씨텍,1318590822600.0,172225,281820.KS
218410,2026-08-19,KOSDAQ,RFHIC,1316813151100.0,283870,218410.KQ
347700,2026-08-19,KOSDAQ,스피어,1293939186200.0,485475,347700.KQ
012630,2026-08-19,KOSPI,HDC,1293408259650.0,27266,012630.KS
005070,2026-08-19,KOSPI,코스모신소재,1290386083350.0,66616,005070.KS
082640,2026-08-19,KOSPI,동양생명,1287516293250.0,0,082640.KS
007310,2026-08-19,KOSPI,오뚜기,1282505600000.0,3400,007310.KS
127120,2026-08-19,KOSDAQ,제이에스링크,1275426218600.0,212847,127120.KQ
415640,2026-08-19,KOSPI,KB발해인프라,1231582757400.0,78056,415640.KS
017960,2026-08-19,KOSPI,한국카본,1222148893900.0,225040,017960.KS
192080,2026-08-19,KOSPI,더블유게임즈,1221709103600.0,51651,192080.KS
003540,2026-08-19,KOSPI,대신증권,1210719600400.0,83755,003540.KS
000815,2026-08-19,KOSPI,삼성화재우,1207318530000.0,8575,000815.KS
066575,2026-08-19,KOSPI,LG전자우,1202690930000.0,53198,066575.KS
361610,2026-08-19,KOSPI,SK아이이테크놀로지,1180187853000.0,107228,361610.KS
004000,2026-08-19,KOSPI,롯데정밀화학,1170030000000.0,27965,004000.KS
437730,2026-08-19,KOSDAQ,삼현,1155740817150.0,142470,437730.KQ
280360,2026-08-19,KOSPI,롯데웰푸드,1135844431600.0,21026,280360.KS
030610,2026-08-19,KOSPI,교보증권,1124814425070.0,42539,030610.KS
330590,2026-08-19,KOSPI,롯데리츠,1121199269920.0,122329,330590.KS
003570,2026-08-19,KOSPI,SNT다이내믹스,1118953254050.0,108605,003570.KS
183300,2026-08-19,KOSDAQ,코미코,1117664864000.0,0,183300.KQ
300720,2026-08-19,KOSPI,한일시멘트,1117151724710.0,106541,300720.KS
006340,2026-08-19,KOSPI,대원전선,1108779842240.0,4190622,006340.KS
166090,2026-08-19,KOSDAQ,하나머티리얼즈,1095683139600.0,146519,166090.KQ
204270,2026-08-19,KOSDAQ,제이앤티씨,1091600553420.0,430839,204270.KQ
000080,2026-08-19,KOSPI,하이트진로,1059718862210.0,102447,000080.KS
000210,2026-08-19,KOSPI,DL,1049889788400.0,39350,000210.KS
032350,2026-08-19,KOSPI,롯데관광개발,1045200754380.0,192496,032350.KS
451800,2026-08-19,KOSPI,한화리츠,1012944000000.0,74769,451800.KS
077970,2026-08-19,KOSPI,STX엔진,999686768700.0,111204,077970.KS
003240,2026-08-19,KOSPI,태광산업,985359000000.0,1550,003240.KS
001820,2026-08-19,KOSPI,삼화콘덴서,977130000000.0,433130,001820.KS
491000,2026-08-19,KOSDAQ,리브스메드,966014115750.0,259020,491000.KQ
192400,2026-08-19,KOSPI,쿠쿠홀딩스,963735213500.0,12257,192400.KS
003090,2026-08-19,KOSPI,대웅,962831188800.0,48529,003090.KS
195870,2026-08-19,KOSPI,해성디에스,950300000000.0,75379,195870.KS
115180,2026-08-19,KOSDAQ,큐리언트,947188125250.0,200683,115180.KQ
009450,2026-08-19,KOSPI,경동나비엔,944044761600.0,35744,009450.KS
003530,2026-08-19,KOSPI,한화투자증권,942937471125.0,534676,003530.KS
036540,2026-08-19,KOSDAQ,SFA반도체,940712933160.0,1302392,036540.KQ
051915,2026-08-19,KOSPI,LG화학우,931882560000.0,9907,051915.KS
009240,2026-08-19,KOSPI,한샘,928413459600.0,47326,009240.KS
185750,2026-08-19,KOSPI,종근당,927546816000.0,22243,185750.KS
006120,2026-08-19,KOSPI,SK디스커버리,907256427100.0,24144,006120.KS
119850,2026-08-19,KOSDAQ,지엔씨에너지,903045104100.0,947911,119850.KQ
005300,2026-08-19,KOSPI,롯데칠성,896340194400.0,16223,005300.KS
476830,2026-08-19,KOSDAQ,알지노믹스,886551777600.0,302474,476830.KQ
030190,2026-08-19,KOSPI,NICE평가정보,883672905000.0,121337,030190.KS
034230,2026-08-19,KOSPI,파라다이스,876273953720.0,361362,034230.KS
005090,2026-08-19,KOSPI,SGC에너지,874646513100.0,166778,005090.KS
071055,2026-08-19,KOSPI,한국금융지주우,874051049200.0,9050,071055.KS
252990,2026-08-19,KOSDAQ,샘씨엔에스,864126707150.0,338135,252990.KQ
458870,2026-08-19,KOSDAQ,씨어스,860150124000.0,194809,458870.KQ
003470,2026-08-19,KOSPI,유안타증권,855499652880.0,421075,003470.KS
000370,2026-08-19,KOSPI,한화손해보험,852194079500.0,1814581,000370.KS
083450,2026-08-19,KOSDAQ,GST,846858500000.0,129291,083450.KQ
071320,2026-08-19,KOSPI,지역난방공사,845248312000.0,14509,071320.KS
099320,2026-08-19,KOSDAQ,쎄트렉아이,842153278200.0,39344,099320.KQ
041830,2026-08-19,KOSDAQ,인바디,841207036800.0,98217,041830.KQ
079160,2026-08-19,KOSPI,CJ CGV,841160608760.0,510090,079160.KS
100090,2026-08-19,KOSPI,SK오션플랜트,839706053760.0,315942,100090.KS
232140,2026-08-19,KOSDAQ,와이씨,839323930500.0,414352,232140.KQ
285130,2026-08-19,KOSPI,SK케미칼,830340768000.0,58805,285130.KS
388720,2026-08-19,KOSDAQ,유일로보틱스,825872284500.0,22408,388720.KQ
100790,2026-08-19,KOSDAQ,미래에셋벤처투자,820181724320.0,414039,100790.KQ
006110,2026-08-19,KOSPI,삼아알미늄,819691261000.0,116549,006110.KS
213420,2026-08-19,KOSDAQ,덕산네오룩스,815704230150.0,99315,213420.KQ
090710,2026-08-19,KOSDAQ,휴림로봇,815392577780.0,772495,090710.KQ
281740,2026-08-19,KOSDAQ,레이크머티리얼즈,811114962320.0,385686,281740.KQ
065350,2026-08-19,KOSDAQ,신성델타테크,808028071200.0,110855,065350.KQ
090360,2026-08-19,KOSDAQ,로보스타,806325000000.0,150776,090360.KQ
499790,2026-08-19,KOSPI,GS피앤엘,806123686650.0,35095,499790.KS
356860,2026-08-19,KOSDAQ,티엘비,802287651000.0,874890,356860.KQ
085660,2026-08-19,KOSDAQ,차바이오텍,790269191000.0,347519,085660.KQ
466100,2026-08-19,KOSDAQ,클로봇,785417523150.0,305540,466100.KQ
036530,2026-08-19,KOSPI,SNT홀딩스,777695362200.0,11471,036530.KS
417200,2026-08-19,KOSDAQ,LS머트리얼즈,776652525320.0,427416,417200.KQ
004490,2026-08-19,KOSPI,세방전지,772002000000.0,46028,004490.KS
003850,2026-08-19,KOSPI,보령,771226990930.0,88174,003850.KS
031330,2026-08-19,KOSDAQ,에스에이엠티,767962114560.0,944820,031330.KQ
365550,2026-08-19,KOSPI,ESR켄달스퀘어리츠,759184565000.0,328177,365550.KS
214320,2026-08-19,KOSPI,이노션,755600000000.0,67937,214320.KS
445680,2026-08-19,KOSDAQ,큐리옥스바이오시스템즈,745761104250.0,119165,445680.KQ
005180,2026-08-19,KOSPI,빙그레,737814867600.0,148188,005180.KS
298050,2026-08-19,KOSPI,HS효성첨단소재,737399440800.0,17189,298050.KS
032190,2026-08-19,KOSDAQ,다우데이타,734211000000.0,97754,032190.KQ
189300,2026-08-19,KOSDAQ,인텔리안테크,733371045100.0,58659,189300.KQ
397030,2026-08-19,KOSDAQ,에이프릴바이오,723494116600.0,123678,397030.KQ
137310,2026-08-19,KOSPI,에스디바이오센서,720872138940.0,210807,137310.KS
074600,2026-08-19,KOSDAQ,원익QnC,718976800000.0,186442,074600.KQ
064960,2026-08-19,KOSPI,SNT모티브,716587344000.0,69686,064960.KS
003160,2026-08-19,KOSPI,디아이,715990000000.0,194010,003160.KS
456040,2026-08-19,KOSPI,OCI,713513851500.0,45210,456040.KS
388210,2026-08-19,KOSDAQ,씨엠티엑스,712497524400.0,84567,388210.KQ
950260,2026-08-19,KOSDAQ,인제니아테라퓨틱스(Reg.S),697168958700.0,31425486,950260.KQ
093320,2026-08-19,KOSDAQ,케이아이엔엑스,692472000000.0,6951,093320.KQ
048410,2026-08-19,KOSDAQ,현대바이오,690979895520.0,542168,048410.KQ
000670,2026-08-19,KOSPI,영풍,688559544200.0,14923,000670.KS
041960,2026-08-19,KOSDAQ,코미팜,687144403500.0,314278,041960.KQ
005690,2026-08-19,KOSPI,파미셀,682845679320.0,296639,005690.KS
456160,2026-08-19,KOSDAQ,지투지바이오,682637937300.0,190071,456160.KQ
102710,2026-08-19,KOSDAQ,이엔에프테크놀로지,681529777200.0,125686,102710.KQ
328130,2026-08-19,KOSDAQ,루닛,671612783600.0,444321,328130.KQ
317450,2026-08-19,KOSPI,명인제약,668680000000.0,26384,317450.KS
094170,2026-08-19,KOSDAQ,동운아나텍,664935964800.0,74313,094170.KQ
002960,2026-08-19,KOSPI,한국쉘석유,659100000000.0,1235,002960.KS
171090,2026-08-19,KOSDAQ,선익시스템,658295690000.0,32491,171090.KQ
005880,2026-08-19,KOSPI,대한해운,653563363500.0,1719597,005880.KS
093050,2026-08-19,KOSPI,LF,650590000000.0,30549,093050.KS
069260,2026-08-19,KOSPI,TKG휴켐스,650378335080.0,40042,069260.KS
032500,2026-08-19,KOSDAQ,케이엠더블유,644267274270.0,179450,032500.KQ
000400,2026-08-19,KOSPI,롯데손해보험,643947864000.0,772204,000400.KS
033240,2026-08-19,KOSPI,자화전자,640603134300.0,196721,033240.KS
268280,2026-08-19,KOSPI,미원에스씨,638000000000.0,1971,268280.KS
017940,2026-08-19,KOSPI,E1,637980000000.0,9787,017940.KS
161580,2026-08-19,KOSDAQ,필옵틱스,637629118400.0,110394,161580.KQ
094800,2026-08-19,KOSPI,맵스리얼티,636843510660.0,119332,094800.KS
248070,2026-08-19,KOSPI,솔루엠,635955938800.0,126629,248070.KS
476060,2026-08-19,KOSDAQ,온코닉테라퓨틱스,635709760000.0,269593,476060.KQ
053800,2026-08-19,KOSDAQ,안랩,634210842000.0,28852,053800.KQ
001570,2026-08-19,KOSPI,금양,633275240400.0,0,001570.KS
002350,2026-08-19,KOSPI,넥센타이어,628981127880.0,101936,002350.KS
293940,2026-08-19,KOSPI,신한알파리츠,628888639600.0,100655,293940.KS
006380,2026-08-19,KOSPI,카프로,618539985360.0,0,006380.KS
001060,2026-08-19,KOSPI,JW중외제약,617077145000.0,93589,001060.KS
383800,2026-08-19,KOSPI,LX홀딩스,614059554500.0,54590,383800.KS
044490,2026-08-19,KOSDAQ,태웅,613226227650.0,124739,044490.KQ
075580,2026-08-19,KOSPI,세진중공업,612268641120.0,96791,075580.KS
108320,2026-08-19,KOSPI,LX세미콘,611537680000.0,68730,108320.KS
079940,2026-08-19,KOSDAQ,가비아,606614916800.0,25318,079940.KQ
122640,2026-08-19,KOSDAQ,예스티,604928100000.0,396695,122640.KQ
225570,2026-08-19,KOSDAQ,넥슨게임즈,601303388620.0,109154,225570.KQ
001680,2026-08-19,KOSPI,대상,597678431250.0,91700,001680.KS
160190,2026-08-19,KOSDAQ,하이젠알앤엠,596756160000.0,225276,160190.KQ
121600,2026-08-19,KOSDAQ,나노신소재,595329373050.0,43979,121600.KQ
000640,2026-08-19,KOSPI,동아쏘시오홀딩스,593808881400.0,26922,000640.KS
327260,2026-08-19,KOSDAQ,RF머트리얼즈,593631687000.0,327905,327260.KQ
174900,2026-08-19,KOSDAQ,앱클론,593575837750.0,240150,174900.KQ
124500,2026-08-19,KOSDAQ,아이티센글로벌,592875664850.0,177786,124500.KQ
014820,2026-08-19,KOSPI,동원시스템즈,592871716900.0,17592,014820.KS
453340,2026-08-19,KOSPI,현대그린푸드,589034588180.0,32187,453340.KS
052020,2026-08-19,KOSDAQ,에스티큐브,584656302600.0,183445,052020.KQ
002840,2026-08-19,KOSPI,미원상사,581850000000.0,4376,002840.KS
059090,2026-08-19,KOSDAQ,미코,578110259400.0,489471,059090.KQ
295310,2026-08-19,KOSDAQ,에이치브이엠,576929918250.0,107559,295310.KQ
090460,2026-08-19,KOSPI,비에이치,573096146000.0,709509,090460.KS
053610,2026-08-19,KOSDAQ,프로텍,572400000000.0,19575,053610.KQ
114090,2026-08-19,KOSPI,GKL,569072164000.0,114888,114090.KS
050890,2026-08-19,KOSDAQ,쏠리드,568681158240.0,513928,050890.KQ
019210,2026-08-19,KOSDAQ,와이지-원,568320163840.0,1020425,019210.KQ
00088K,2026-08-19,KOSPI,한화3우B,567579899250.0,0,00088K.KS
178920,2026-08-19,KOSPI,PI첨단소재,565595361720.0,47638,178920.KS
001270,2026-08-19,KOSPI,부국증권,564121798400.0,3173,001270.KS
025540,2026-08-19,KOSPI,한국단자,562394000000.0,53574,025540.KS
100840,2026-08-19,KOSPI,SNT에너지,554244984400.0,98723,100840.KS
003620,2026-08-19,KOSPI,KG모빌리티,548436011520.0,358600,003620.KS
