strategy,picks,days,hit_rate,hit_rate_net,mean_predicted_pct,mean_actual_pct,corr_pred_actual,mae_pct,daily_mean_pct,daily_std_pct,annualized_sharpe,win_rate_days,cum_return_gross_pct,cum_return_net_pct,iterations,mean_daily_return_pct,p2.5_daily_return_pct,p97.5_daily_return_pct,mean_cum_return_pct,mean_hit_rate,cum_return_pct
tier1,159.0,60.0,0.5786163522012578,0.5157232704402516,4.724333669960342,1.3094179154649248,-0.03252887939194158,5.326089983389471,1.2579672749796726,2.4732641045591675,8.074192871481586,0.65,108.06280163668838,54.572128348020435,,,,,,,
no_corr_filter,172.0,60.0,0.45348837209302323,0.38372093023255816,6.413421992612369,0.9316939670663773,-0.045377226732239026,6.834127928729856,0.9454546123576069,2.359563392976908,6.360764337103826,0.55,73.10314292702887,28.48362150872856,,,,,,,
tight_corr,144.0,59.0,0.6597222222222222,0.5763888888888888,3.3934679777692662,1.5427340192826184,0.038381930411370675,3.9474512055706708,1.3551450141453552,2.749443553821966,7.824223253189681,0.711864406779661,116.64732446881251,61.78796066294219,,,,,,,
no_vol_cap,158.0,60.0,0.5759493670886076,0.5253164556962026,3.5014759119195222,1.5118041346153535,-0.007803940377883738,4.420826989254254,1.3838266828191426,3.0817080940787736,7.128373905477347,0.7,122.12412387065656,65.0648883805622,,,,,,,
no_sector_cap,169.0,60.0,0.591715976331361,0.5266272189349113,4.558139403686709,1.7326023688817034,-0.057365166368852326,5.310764092548466,1.603109289322191,3.2449337252462276,7.8425549421947025,0.6,152.17087019350558,87.50856609296524,,,,,,,
random_baseline,,,,,,,,,,,,,,,100.0,0.5855535257375463,0.21621247112560016,0.9102021204834393,41.020707939206005,0.544865778810007,
universe_equal_weight,,60.0,,,,,,,0.5343662562689268,,,0.7833333333333333,,,,,,,,,36.84074550462824
