date,rank,ticker6,name,primary_driver,predicted,predicted_net,actual,vol_ratio,strategy_name
2026-04-28,1,452190,한빛레이저,NVDA,0.015157419545143052,0.010157419545143053,0.0,61.747918863346406,no_vol_cap
2026-04-28,2,042700,한미반도체,MU,0.022469392838554435,0.017469392838554434,-0.01740294511378849,8.994427746962561,no_vol_cap
2026-04-28,3,094820,일진파워,URA,0.008336634873203172,0.003336634873203172,0.032407407407407406,6.093604489491984,no_vol_cap
2026-04-29,1,004090,한국석유,TSM,0.03409882063390847,0.02909882063390847,0.006234413965087282,0.38762854771561456,no_vol_cap
2026-04-29,2,000440,중앙에너비스,SMH,0.030028772809263894,0.025028772809263893,0.00936768149882904,0.3670231060854914,no_vol_cap
2026-04-29,3,024060,흥구석유,XLE,0.026974953470550227,0.021974953470550226,0.01273148148148148,0.30708893214607386,no_vol_cap
2026-04-30,1,039860,나노엔텍,AMD,0.013836895135632108,0.008836895135632107,0.034013605442176874,16.533403408118478,no_vol_cap
2026-04-30,2,199820,제일일렉트릭,SMH,0.007492812744370459,0.002492812744370459,0.015024038461538462,31.666058470663504,no_vol_cap
2026-04-30,3,010950,S-Oil,XLE,0.010608688979047357,0.005608688979047357,-0.004467609828741623,3.878686200841129,no_vol_cap
2026-05-04,1,000300,DH오토넥스,NFLX,0.1507253161869408,0.1457253161869408,0.0,,no_vol_cap
2026-05-04,2,484810,티엑스알로보틱스,MU,0.01692352029080778,0.01192352029080778,0.024678663239074552,9.65905453233842,no_vol_cap
2026-05-04,3,381620,제닉스로보틱스,TSLA,0.007040285688698276,0.0020402856886982757,0.0068762278978389,18.618472542080923,no_vol_cap
2026-05-06,1,199820,제일일렉트릭,EWY,0.04887294886224705,0.04387294886224705,-0.016908212560386472,59.869672285036735,no_vol_cap
2026-05-06,2,059120,아진엑스텍,XLK,0.03652584354753964,0.03152584354753964,0.009499136442141624,57.79670011284272,no_vol_cap
2026-05-06,3,254490,미래반도체,SMH,0.03977806180476662,0.03477806180476662,0.07521367521367521,23.92486162528489,no_vol_cap
2026-05-07,1,092190,서울바이오시스,AMD,0.09996965714479367,0.09496965714479366,,37.12857332160798,no_vol_cap
